,project,projectSlug,date,description,discord,twitter,title,category,address,token,type,slug
161,Nifty Gateway,niftygateway,2021-09-12T12:05:03,"<p>Nifty Gateway is the premier marketplace for Nifties, which are digital items you can truly own. Nifty Gateway is also a centralized, USD-based marketplace for buying and selling Nifties. Nifty Gateway lets you display your Nifties, as well as withdraw them to external wallets, or deposit Nifties from external wallets into your collection.</p>
<p><strong>IMPORTANT NOTE:</strong> NONFUNGIBLE.COM IS CURRENTLY INDEXING ETHEREUM ON-CHAIN SALES. NIFTYGATEWAY IS KNOWN TO PERFORM MOST OF THEIR VOLUME OFF-CHAIN, THIS MAY CAUSE SOME MARKET HISTORY AND STATISTICS TO BE MISSING OR LESS THAN THEIR ACTUAL VALUE.</p>
",https://discord.gg/niftygateway,https://twitter.com/niftygateway,niftygateway,art,0xa2d544196fdbc9da15a701c38bb60513c1802ef4,GROWINGUPIMSCAREDOPENEDITIONBYFEWOCIOUS,ERC721,niftygateway
162,Nifty Gateway,niftygateway,2021-09-12T12:05:03,"<p>Nifty Gateway is the premier marketplace for Nifties, which are digital items you can truly own. Nifty Gateway is also a centralized, USD-based marketplace for buying and selling Nifties. Nifty Gateway lets you display your Nifties, as well as withdraw them to external wallets, or deposit Nifties from external wallets into your collection.</p>
<p><strong>IMPORTANT NOTE:</strong> NONFUNGIBLE.COM IS CURRENTLY INDEXING ETHEREUM ON-CHAIN SALES. NIFTYGATEWAY IS KNOWN TO PERFORM MOST OF THEIR VOLUME OFF-CHAIN, THIS MAY CAUSE SOME MARKET HISTORY AND STATISTICS TO BE MISSING OR LESS THAN THEIR ACTUAL VALUE.</p>
",https://discord.gg/niftygateway,https://twitter.com/niftygateway,niftygateway,art,0x63984ef7a91ea69cdad6c7071890ee4d2fccab4b,MYHEADINYOURHANDSOPENEDITIONBYFEWOCIOUSXTWOFEET,ERC721,niftygateway
163,Nifty Gateway,niftygateway,2021-09-12T12:05:03,"<p>Nifty Gateway is the premier marketplace for Nifties, which are digital items you can truly own. Nifty Gateway is also a centralized, USD-based marketplace for buying and selling Nifties. Nifty Gateway lets you display your Nifties, as well as withdraw them to external wallets, or deposit Nifties from external wallets into your collection.</p>
<p><strong>IMPORTANT NOTE:</strong> NONFUNGIBLE.COM IS CURRENTLY INDEXING ETHEREUM ON-CHAIN SALES. NIFTYGATEWAY IS KNOWN TO PERFORM MOST OF THEIR VOLUME OFF-CHAIN, THIS MAY CAUSE SOME MARKET HISTORY AND STATISTICS TO BE MISSING OR LESS THAN THEIR ACTUAL VALUE.</p>
",https://discord.gg/niftygateway,https://twitter.com/niftygateway,niftygateway,art,0x90709c29b779e5228e86ff04bb60a3643ea3e0e6,GENESISPACKSBYBOSSLOGIC,ERC721,niftygateway
164,Nifty Gateway,niftygateway,2021-09-12T12:05:03,"<p>Nifty Gateway is the premier marketplace for Nifties, which are digital items you can truly own. Nifty Gateway is also a centralized, USD-based marketplace for buying and selling Nifties. Nifty Gateway lets you display your Nifties, as well as withdraw them to external wallets, or deposit Nifties from external wallets into your collection.</p>
<p><strong>IMPORTANT NOTE:</strong> NONFUNGIBLE.COM IS CURRENTLY INDEXING ETHEREUM ON-CHAIN SALES. NIFTYGATEWAY IS KNOWN TO PERFORM MOST OF THEIR VOLUME OFF-CHAIN, THIS MAY CAUSE SOME MARKET HISTORY AND STATISTICS TO BE MISSING OR LESS THAN THEIR ACTUAL VALUE.</p>
",https://discord.gg/niftygateway,https://twitter.com/niftygateway,niftygateway,art,0x8ae06a29a816580cbd069e460dd57c6c964bb3da,GENESISOPENEDITIONSBYBOSSLOGIC,ERC721,niftygateway
165,Nifty Gateway,niftygateway,2021-09-12T12:05:03,"<p>Nifty Gateway is the premier marketplace for Nifties, which are digital items you can truly own. Nifty Gateway is also a centralized, USD-based marketplace for buying and selling Nifties. Nifty Gateway lets you display your Nifties, as well as withdraw them to external wallets, or deposit Nifties from external wallets into your collection.</p>
<p><strong>IMPORTANT NOTE:</strong> NONFUNGIBLE.COM IS CURRENTLY INDEXING ETHEREUM ON-CHAIN SALES. NIFTYGATEWAY IS KNOWN TO PERFORM MOST OF THEIR VOLUME OFF-CHAIN, THIS MAY CAUSE SOME MARKET HISTORY AND STATISTICS TO BE MISSING OR LESS THAN THEIR ACTUAL VALUE.</p>
",https://discord.gg/niftygateway,https://twitter.com/niftygateway,niftygateway,art,0x3d9b128ce781a4a9c1057f785d97131a6357ca38,FORWARDTOGETHERBYJOSIEBELLINI,ERC721,niftygateway
166,Nifty Gateway,niftygateway,2021-09-12T12:05:03,"<p>Nifty Gateway is the premier marketplace for Nifties, which are digital items you can truly own. Nifty Gateway is also a centralized, USD-based marketplace for buying and selling Nifties. Nifty Gateway lets you display your Nifties, as well as withdraw them to external wallets, or deposit Nifties from external wallets into your collection.</p>
<p><strong>IMPORTANT NOTE:</strong> NONFUNGIBLE.COM IS CURRENTLY INDEXING ETHEREUM ON-CHAIN SALES. NIFTYGATEWAY IS KNOWN TO PERFORM MOST OF THEIR VOLUME OFF-CHAIN, THIS MAY CAUSE SOME MARKET HISTORY AND STATISTICS TO BE MISSING OR LESS THAN THEIR ACTUAL VALUE.</p>
",https://discord.gg/niftygateway,https://twitter.com/niftygateway,niftygateway,art,0xe1bd4b40079cd73d5d55426274a94ee662c0c67b,AKUTHEMOONGODMICAHJOHNSON,ERC721,niftygateway
167,Nifty Gateway,niftygateway,2021-09-12T12:05:03,"<p>Nifty Gateway is the premier marketplace for Nifties, which are digital items you can truly own. Nifty Gateway is also a centralized, USD-based marketplace for buying and selling Nifties. Nifty Gateway lets you display your Nifties, as well as withdraw them to external wallets, or deposit Nifties from external wallets into your collection.</p>
<p><strong>IMPORTANT NOTE:</strong> NONFUNGIBLE.COM IS CURRENTLY INDEXING ETHEREUM ON-CHAIN SALES. NIFTYGATEWAY IS KNOWN TO PERFORM MOST OF THEIR VOLUME OFF-CHAIN, THIS MAY CAUSE SOME MARKET HISTORY AND STATISTICS TO BE MISSING OR LESS THAN THEIR ACTUAL VALUE.</p>
",https://discord.gg/niftygateway,https://twitter.com/niftygateway,niftygateway,art,0xd46cd035e8a68743aeb09572dc1446d46db6bcdd,MICAHJOHNSONANDDANSBYSWANSON,ERC721,niftygateway
168,Nifty Gateway,niftygateway,2021-09-12T12:05:03,"<p>Nifty Gateway is the premier marketplace for Nifties, which are digital items you can truly own. Nifty Gateway is also a centralized, USD-based marketplace for buying and selling Nifties. Nifty Gateway lets you display your Nifties, as well as withdraw them to external wallets, or deposit Nifties from external wallets into your collection.</p>
<p><strong>IMPORTANT NOTE:</strong> NONFUNGIBLE.COM IS CURRENTLY INDEXING ETHEREUM ON-CHAIN SALES. NIFTYGATEWAY IS KNOWN TO PERFORM MOST OF THEIR VOLUME OFF-CHAIN, THIS MAY CAUSE SOME MARKET HISTORY AND STATISTICS TO BE MISSING OR LESS THAN THEIR ACTUAL VALUE.</p>
",https://discord.gg/niftygateway,https://twitter.com/niftygateway,niftygateway,art,0x068f74749c24a42058563035f8c786362fc96494,FABRICATEDFAIRYTALESOPENEDITIONSBYFEWOCIOUSXPARROTTISMXODIOUSXJONATHANWOLFE,ERC721,niftygateway
169,Nifty Gateway,niftygateway,2021-09-12T12:05:03,"<p>Nifty Gateway is the premier marketplace for Nifties, which are digital items you can truly own. Nifty Gateway is also a centralized, USD-based marketplace for buying and selling Nifties. Nifty Gateway lets you display your Nifties, as well as withdraw them to external wallets, or deposit Nifties from external wallets into your collection.</p>
<p><strong>IMPORTANT NOTE:</strong> NONFUNGIBLE.COM IS CURRENTLY INDEXING ETHEREUM ON-CHAIN SALES. NIFTYGATEWAY IS KNOWN TO PERFORM MOST OF THEIR VOLUME OFF-CHAIN, THIS MAY CAUSE SOME MARKET HISTORY AND STATISTICS TO BE MISSING OR LESS THAN THEIR ACTUAL VALUE.</p>
",https://discord.gg/niftygateway,https://twitter.com/niftygateway,niftygateway,art,0xb9abb6e7fdc06fe25ac96d3da1c3ef4651ec660a,OPENEDITIONBYSLIMESUNDAY,ERC721,niftygateway
170,Nifty Gateway,niftygateway,2021-09-12T12:05:03,"<p>Nifty Gateway is the premier marketplace for Nifties, which are digital items you can truly own. Nifty Gateway is also a centralized, USD-based marketplace for buying and selling Nifties. Nifty Gateway lets you display your Nifties, as well as withdraw them to external wallets, or deposit Nifties from external wallets into your collection.</p>
<p><strong>IMPORTANT NOTE:</strong> NONFUNGIBLE.COM IS CURRENTLY INDEXING ETHEREUM ON-CHAIN SALES. NIFTYGATEWAY IS KNOWN TO PERFORM MOST OF THEIR VOLUME OFF-CHAIN, THIS MAY CAUSE SOME MARKET HISTORY AND STATISTICS TO BE MISSING OR LESS THAN THEIR ACTUAL VALUE.</p>
",https://discord.gg/niftygateway,https://twitter.com/niftygateway,niftygateway,art,0xcaafe532e5f9fefd95b956d4e9f4327c60a17b1d,SLIMEFRIDAYBYSLIMESUNDAY,ERC721,niftygateway
171,Nifty Gateway,niftygateway,2021-09-12T12:05:03,"<p>Nifty Gateway is the premier marketplace for Nifties, which are digital items you can truly own. Nifty Gateway is also a centralized, USD-based marketplace for buying and selling Nifties. Nifty Gateway lets you display your Nifties, as well as withdraw them to external wallets, or deposit Nifties from external wallets into your collection.</p>
<p><strong>IMPORTANT NOTE:</strong> NONFUNGIBLE.COM IS CURRENTLY INDEXING ETHEREUM ON-CHAIN SALES. NIFTYGATEWAY IS KNOWN TO PERFORM MOST OF THEIR VOLUME OFF-CHAIN, THIS MAY CAUSE SOME MARKET HISTORY AND STATISTICS TO BE MISSING OR LESS THAN THEIR ACTUAL VALUE.</p>
",https://discord.gg/niftygateway,https://twitter.com/niftygateway,niftygateway,art,0x397206a955a6a20d1688ede77a7c767a101a8cfc,BANNEDFROMTHEINTERNETOPENEDITIONBYSLIMESUNDAY,ERC721,niftygateway
172,Nifty Gateway,niftygateway,2021-09-12T12:05:03,"<p>Nifty Gateway is the premier marketplace for Nifties, which are digital items you can truly own. Nifty Gateway is also a centralized, USD-based marketplace for buying and selling Nifties. Nifty Gateway lets you display your Nifties, as well as withdraw them to external wallets, or deposit Nifties from external wallets into your collection.</p>
<p><strong>IMPORTANT NOTE:</strong> NONFUNGIBLE.COM IS CURRENTLY INDEXING ETHEREUM ON-CHAIN SALES. NIFTYGATEWAY IS KNOWN TO PERFORM MOST OF THEIR VOLUME OFF-CHAIN, THIS MAY CAUSE SOME MARKET HISTORY AND STATISTICS TO BE MISSING OR LESS THAN THEIR ACTUAL VALUE.</p>
",https://discord.gg/niftygateway,https://twitter.com/niftygateway,niftygateway,art,0xf8384521301b02a280984d4c623cd37a5a1ffc4b,THROWINGSHAPESBYSSXLAU,ERC721,niftygateway
173,Nifty Gateway,niftygateway,2021-09-12T12:05:03,"<p>Nifty Gateway is the premier marketplace for Nifties, which are digital items you can truly own. Nifty Gateway is also a centralized, USD-based marketplace for buying and selling Nifties. Nifty Gateway lets you display your Nifties, as well as withdraw them to external wallets, or deposit Nifties from external wallets into your collection.</p>
<p><strong>IMPORTANT NOTE:</strong> NONFUNGIBLE.COM IS CURRENTLY INDEXING ETHEREUM ON-CHAIN SALES. NIFTYGATEWAY IS KNOWN TO PERFORM MOST OF THEIR VOLUME OFF-CHAIN, THIS MAY CAUSE SOME MARKET HISTORY AND STATISTICS TO BE MISSING OR LESS THAN THEIR ACTUAL VALUE.</p>
",https://discord.gg/niftygateway,https://twitter.com/niftygateway,niftygateway,art,0x8a954618dec93ca46405ecb182823242fbb9fc27,THROWINGSHAPESOPENEDITIONBYSSXLAU,ERC721,niftygateway
174,Nifty Gateway,niftygateway,2021-09-12T12:05:03,"<p>Nifty Gateway is the premier marketplace for Nifties, which are digital items you can truly own. Nifty Gateway is also a centralized, USD-based marketplace for buying and selling Nifties. Nifty Gateway lets you display your Nifties, as well as withdraw them to external wallets, or deposit Nifties from external wallets into your collection.</p>
<p><strong>IMPORTANT NOTE:</strong> NONFUNGIBLE.COM IS CURRENTLY INDEXING ETHEREUM ON-CHAIN SALES. NIFTYGATEWAY IS KNOWN TO PERFORM MOST OF THEIR VOLUME OFF-CHAIN, THIS MAY CAUSE SOME MARKET HISTORY AND STATISTICS TO BE MISSING OR LESS THAN THEIR ACTUAL VALUE.</p>
",https://discord.gg/niftygateway,https://twitter.com/niftygateway,niftygateway,art,0x02f03ef74bf40d11b96ce2961cc2bb58630754ba,EVERYTHINGBYLAU,ERC721,niftygateway
175,Nifty Gateway,niftygateway,2021-09-12T12:05:03,"<p>Nifty Gateway is the premier marketplace for Nifties, which are digital items you can truly own. Nifty Gateway is also a centralized, USD-based marketplace for buying and selling Nifties. Nifty Gateway lets you display your Nifties, as well as withdraw them to external wallets, or deposit Nifties from external wallets into your collection.</p>
<p><strong>IMPORTANT NOTE:</strong> NONFUNGIBLE.COM IS CURRENTLY INDEXING ETHEREUM ON-CHAIN SALES. NIFTYGATEWAY IS KNOWN TO PERFORM MOST OF THEIR VOLUME OFF-CHAIN, THIS MAY CAUSE SOME MARKET HISTORY AND STATISTICS TO BE MISSING OR LESS THAN THEIR ACTUAL VALUE.</p>
",https://discord.gg/niftygateway,https://twitter.com/niftygateway,niftygateway,art,0xa81e0193f30bbd6e83366a88b4570e8766ca2131,WARRENBUFFETTDECENTRALEYESBYCOLDIE,ERC721,niftygateway
176,Nifty Gateway,niftygateway,2021-09-12T12:05:03,"<p>Nifty Gateway is the premier marketplace for Nifties, which are digital items you can truly own. Nifty Gateway is also a centralized, USD-based marketplace for buying and selling Nifties. Nifty Gateway lets you display your Nifties, as well as withdraw them to external wallets, or deposit Nifties from external wallets into your collection.</p>
<p><strong>IMPORTANT NOTE:</strong> NONFUNGIBLE.COM IS CURRENTLY INDEXING ETHEREUM ON-CHAIN SALES. NIFTYGATEWAY IS KNOWN TO PERFORM MOST OF THEIR VOLUME OFF-CHAIN, THIS MAY CAUSE SOME MARKET HISTORY AND STATISTICS TO BE MISSING OR LESS THAN THEIR ACTUAL VALUE.</p>
",https://discord.gg/niftygateway,https://twitter.com/niftygateway,niftygateway,art,0xa17da9b6ce8f4e1bc8e26eb7d87976bedbc0c939,WHENIWONDERIWANDERBYGIANTSWAN,ERC721,niftygateway
177,Nifty Gateway,niftygateway,2021-09-12T12:05:03,"<p>Nifty Gateway is the premier marketplace for Nifties, which are digital items you can truly own. Nifty Gateway is also a centralized, USD-based marketplace for buying and selling Nifties. Nifty Gateway lets you display your Nifties, as well as withdraw them to external wallets, or deposit Nifties from external wallets into your collection.</p>
<p><strong>IMPORTANT NOTE:</strong> NONFUNGIBLE.COM IS CURRENTLY INDEXING ETHEREUM ON-CHAIN SALES. NIFTYGATEWAY IS KNOWN TO PERFORM MOST OF THEIR VOLUME OFF-CHAIN, THIS MAY CAUSE SOME MARKET HISTORY AND STATISTICS TO BE MISSING OR LESS THAN THEIR ACTUAL VALUE.</p>
",https://discord.gg/niftygateway,https://twitter.com/niftygateway,niftygateway,art,0xda7e17690deb4f2bc18b6ca2b48ddcc0486ead01,GIANTSWANPOLAROIDS,ERC721,niftygateway
178,Nifty Gateway,niftygateway,2021-09-12T12:05:03,"<p>Nifty Gateway is the premier marketplace for Nifties, which are digital items you can truly own. Nifty Gateway is also a centralized, USD-based marketplace for buying and selling Nifties. Nifty Gateway lets you display your Nifties, as well as withdraw them to external wallets, or deposit Nifties from external wallets into your collection.</p>
<p><strong>IMPORTANT NOTE:</strong> NONFUNGIBLE.COM IS CURRENTLY INDEXING ETHEREUM ON-CHAIN SALES. NIFTYGATEWAY IS KNOWN TO PERFORM MOST OF THEIR VOLUME OFF-CHAIN, THIS MAY CAUSE SOME MARKET HISTORY AND STATISTICS TO BE MISSING OR LESS THAN THEIR ACTUAL VALUE.</p>
",https://discord.gg/niftygateway,https://twitter.com/niftygateway,niftygateway,art,0x42a62560ceca4b0d2c4e3580035246a37399acaf,GIANTSWANXMONSTERCAT,ERC721,niftygateway
179,Nifty Gateway,niftygateway,2021-09-12T12:05:03,"<p>Nifty Gateway is the premier marketplace for Nifties, which are digital items you can truly own. Nifty Gateway is also a centralized, USD-based marketplace for buying and selling Nifties. Nifty Gateway lets you display your Nifties, as well as withdraw them to external wallets, or deposit Nifties from external wallets into your collection.</p>
<p><strong>IMPORTANT NOTE:</strong> NONFUNGIBLE.COM IS CURRENTLY INDEXING ETHEREUM ON-CHAIN SALES. NIFTYGATEWAY IS KNOWN TO PERFORM MOST OF THEIR VOLUME OFF-CHAIN, THIS MAY CAUSE SOME MARKET HISTORY AND STATISTICS TO BE MISSING OR LESS THAN THEIR ACTUAL VALUE.</p>
",https://discord.gg/niftygateway,https://twitter.com/niftygateway,niftygateway,art,0xc9d673008b8f08103e7a3e096b6fdd56fc575d49,ARCADEMACHINEDREAMSOPENEDITIONSBYBRENDANDAWES,ERC721,niftygateway
180,Nifty Gateway,niftygateway,2021-09-12T12:05:03,"<p>Nifty Gateway is the premier marketplace for Nifties, which are digital items you can truly own. Nifty Gateway is also a centralized, USD-based marketplace for buying and selling Nifties. Nifty Gateway lets you display your Nifties, as well as withdraw them to external wallets, or deposit Nifties from external wallets into your collection.</p>
<p><strong>IMPORTANT NOTE:</strong> NONFUNGIBLE.COM IS CURRENTLY INDEXING ETHEREUM ON-CHAIN SALES. NIFTYGATEWAY IS KNOWN TO PERFORM MOST OF THEIR VOLUME OFF-CHAIN, THIS MAY CAUSE SOME MARKET HISTORY AND STATISTICS TO BE MISSING OR LESS THAN THEIR ACTUAL VALUE.</p>
",https://discord.gg/niftygateway,https://twitter.com/niftygateway,niftygateway,art,0xa96bd7b1771072d98067307fa6bf0ff58c0328ba,EVERYTHINGCONNECTEDBYVICTORMOSQUERA,ERC721,niftygateway
181,Nifty Gateway,niftygateway,2021-09-12T12:05:03,"<p>Nifty Gateway is the premier marketplace for Nifties, which are digital items you can truly own. Nifty Gateway is also a centralized, USD-based marketplace for buying and selling Nifties. Nifty Gateway lets you display your Nifties, as well as withdraw them to external wallets, or deposit Nifties from external wallets into your collection.</p>
<p><strong>IMPORTANT NOTE:</strong> NONFUNGIBLE.COM IS CURRENTLY INDEXING ETHEREUM ON-CHAIN SALES. NIFTYGATEWAY IS KNOWN TO PERFORM MOST OF THEIR VOLUME OFF-CHAIN, THIS MAY CAUSE SOME MARKET HISTORY AND STATISTICS TO BE MISSING OR LESS THAN THEIR ACTUAL VALUE.</p>
",https://discord.gg/niftygateway,https://twitter.com/niftygateway,niftygateway,art,0xa2c94475d82d30b4ed09d8e839bece238183609d,EVERYTHINGCONNECTEDOPENEDITIONBYVICTORMOSQUERA,ERC721,niftygateway
182,Nifty Gateway,niftygateway,2021-09-12T12:05:03,"<p>Nifty Gateway is the premier marketplace for Nifties, which are digital items you can truly own. Nifty Gateway is also a centralized, USD-based marketplace for buying and selling Nifties. Nifty Gateway lets you display your Nifties, as well as withdraw them to external wallets, or deposit Nifties from external wallets into your collection.</p>
<p><strong>IMPORTANT NOTE:</strong> NONFUNGIBLE.COM IS CURRENTLY INDEXING ETHEREUM ON-CHAIN SALES. NIFTYGATEWAY IS KNOWN TO PERFORM MOST OF THEIR VOLUME OFF-CHAIN, THIS MAY CAUSE SOME MARKET HISTORY AND STATISTICS TO BE MISSING OR LESS THAN THEIR ACTUAL VALUE.</p>
",https://discord.gg/niftygateway,https://twitter.com/niftygateway,niftygateway,art,0xaac1c334fa3e791904439c5f217f53dccbf7ea59,HEROESPLAYINGPOKEROPENEDITIONBYJOSEDELBO,ERC721,niftygateway
183,Nifty Gateway,niftygateway,2021-09-12T12:05:03,"<p>Nifty Gateway is the premier marketplace for Nifties, which are digital items you can truly own. Nifty Gateway is also a centralized, USD-based marketplace for buying and selling Nifties. Nifty Gateway lets you display your Nifties, as well as withdraw them to external wallets, or deposit Nifties from external wallets into your collection.</p>
<p><strong>IMPORTANT NOTE:</strong> NONFUNGIBLE.COM IS CURRENTLY INDEXING ETHEREUM ON-CHAIN SALES. NIFTYGATEWAY IS KNOWN TO PERFORM MOST OF THEIR VOLUME OFF-CHAIN, THIS MAY CAUSE SOME MARKET HISTORY AND STATISTICS TO BE MISSING OR LESS THAN THEIR ACTUAL VALUE.</p>
",https://discord.gg/niftygateway,https://twitter.com/niftygateway,niftygateway,art,0x753c3a8567311c8673182847f5e390d960a1e4d0,JONBURGERMANSPACKCOLLECTION,ERC721,niftygateway
184,Nifty Gateway,niftygateway,2021-09-12T12:05:03,"<p>Nifty Gateway is the premier marketplace for Nifties, which are digital items you can truly own. Nifty Gateway is also a centralized, USD-based marketplace for buying and selling Nifties. Nifty Gateway lets you display your Nifties, as well as withdraw them to external wallets, or deposit Nifties from external wallets into your collection.</p>
<p><strong>IMPORTANT NOTE:</strong> NONFUNGIBLE.COM IS CURRENTLY INDEXING ETHEREUM ON-CHAIN SALES. NIFTYGATEWAY IS KNOWN TO PERFORM MOST OF THEIR VOLUME OFF-CHAIN, THIS MAY CAUSE SOME MARKET HISTORY AND STATISTICS TO BE MISSING OR LESS THAN THEIR ACTUAL VALUE.</p>
",https://discord.gg/niftygateway,https://twitter.com/niftygateway,niftygateway,art,0x30f23d387c076d61fa5017516bedadee01a27356,LUSHSUXSLAMBOFUNDOPENEDITIONBYLUSHSUX,ERC721,niftygateway
185,Nifty Gateway,niftygateway,2021-09-12T12:05:03,"<p>Nifty Gateway is the premier marketplace for Nifties, which are digital items you can truly own. Nifty Gateway is also a centralized, USD-based marketplace for buying and selling Nifties. Nifty Gateway lets you display your Nifties, as well as withdraw them to external wallets, or deposit Nifties from external wallets into your collection.</p>
<p><strong>IMPORTANT NOTE:</strong> NONFUNGIBLE.COM IS CURRENTLY INDEXING ETHEREUM ON-CHAIN SALES. NIFTYGATEWAY IS KNOWN TO PERFORM MOST OF THEIR VOLUME OFF-CHAIN, THIS MAY CAUSE SOME MARKET HISTORY AND STATISTICS TO BE MISSING OR LESS THAN THEIR ACTUAL VALUE.</p>
",https://discord.gg/niftygateway,https://twitter.com/niftygateway,niftygateway,art,0x39a54d3484ecfe677640a99b803a01b23385a801,BROKENOPENEDITIONBYMARCTUDISCO,ERC721,niftygateway
186,Nifty Gateway,niftygateway,2021-09-12T12:05:03,"<p>Nifty Gateway is the premier marketplace for Nifties, which are digital items you can truly own. Nifty Gateway is also a centralized, USD-based marketplace for buying and selling Nifties. Nifty Gateway lets you display your Nifties, as well as withdraw them to external wallets, or deposit Nifties from external wallets into your collection.</p>
<p><strong>IMPORTANT NOTE:</strong> NONFUNGIBLE.COM IS CURRENTLY INDEXING ETHEREUM ON-CHAIN SALES. NIFTYGATEWAY IS KNOWN TO PERFORM MOST OF THEIR VOLUME OFF-CHAIN, THIS MAY CAUSE SOME MARKET HISTORY AND STATISTICS TO BE MISSING OR LESS THAN THEIR ACTUAL VALUE.</p>
",https://discord.gg/niftygateway,https://twitter.com/niftygateway,niftygateway,art,0x385e81b4d6809bc9875252d3624295988717bdd5,MAJORARCANATAROTDECKPARTBYTWISTEDVACANCY,ERC721,niftygateway
187,Nifty Gateway,niftygateway,2021-09-12T12:05:03,"<p>Nifty Gateway is the premier marketplace for Nifties, which are digital items you can truly own. Nifty Gateway is also a centralized, USD-based marketplace for buying and selling Nifties. Nifty Gateway lets you display your Nifties, as well as withdraw them to external wallets, or deposit Nifties from external wallets into your collection.</p>
<p><strong>IMPORTANT NOTE:</strong> NONFUNGIBLE.COM IS CURRENTLY INDEXING ETHEREUM ON-CHAIN SALES. NIFTYGATEWAY IS KNOWN TO PERFORM MOST OF THEIR VOLUME OFF-CHAIN, THIS MAY CAUSE SOME MARKET HISTORY AND STATISTICS TO BE MISSING OR LESS THAN THEIR ACTUAL VALUE.</p>
",https://discord.gg/niftygateway,https://twitter.com/niftygateway,niftygateway,art,0xbfb69918f12eed843c67058b2ee9059f1440133e,MAJORARCANATAROTDECKPARTBYTWISTEDVACANCY,ERC721,niftygateway
188,Nifty Gateway,niftygateway,2021-09-12T12:05:03,"<p>Nifty Gateway is the premier marketplace for Nifties, which are digital items you can truly own. Nifty Gateway is also a centralized, USD-based marketplace for buying and selling Nifties. Nifty Gateway lets you display your Nifties, as well as withdraw them to external wallets, or deposit Nifties from external wallets into your collection.</p>
<p><strong>IMPORTANT NOTE:</strong> NONFUNGIBLE.COM IS CURRENTLY INDEXING ETHEREUM ON-CHAIN SALES. NIFTYGATEWAY IS KNOWN TO PERFORM MOST OF THEIR VOLUME OFF-CHAIN, THIS MAY CAUSE SOME MARKET HISTORY AND STATISTICS TO BE MISSING OR LESS THAN THEIR ACTUAL VALUE.</p>
",https://discord.gg/niftygateway,https://twitter.com/niftygateway,niftygateway,art,0x337c0be4fb4238c9fc75a2e20ad4367a79318db9,TWISTEDVACANCYSTICKERS,ERC721,niftygateway
189,Nifty Gateway,niftygateway,2021-09-12T12:05:03,"<p>Nifty Gateway is the premier marketplace for Nifties, which are digital items you can truly own. Nifty Gateway is also a centralized, USD-based marketplace for buying and selling Nifties. Nifty Gateway lets you display your Nifties, as well as withdraw them to external wallets, or deposit Nifties from external wallets into your collection.</p>
<p><strong>IMPORTANT NOTE:</strong> NONFUNGIBLE.COM IS CURRENTLY INDEXING ETHEREUM ON-CHAIN SALES. NIFTYGATEWAY IS KNOWN TO PERFORM MOST OF THEIR VOLUME OFF-CHAIN, THIS MAY CAUSE SOME MARKET HISTORY AND STATISTICS TO BE MISSING OR LESS THAN THEIR ACTUAL VALUE.</p>
",https://discord.gg/niftygateway,https://twitter.com/niftygateway,niftygateway,art,0x8f56406622d712778682181c66c2fe70123bcbba,TWISTEDVACANCYCOLLECTIBLES,ERC721,niftygateway
190,Nifty Gateway,niftygateway,2021-09-12T12:05:03,"<p>Nifty Gateway is the premier marketplace for Nifties, which are digital items you can truly own. Nifty Gateway is also a centralized, USD-based marketplace for buying and selling Nifties. Nifty Gateway lets you display your Nifties, as well as withdraw them to external wallets, or deposit Nifties from external wallets into your collection.</p>
<p><strong>IMPORTANT NOTE:</strong> NONFUNGIBLE.COM IS CURRENTLY INDEXING ETHEREUM ON-CHAIN SALES. NIFTYGATEWAY IS KNOWN TO PERFORM MOST OF THEIR VOLUME OFF-CHAIN, THIS MAY CAUSE SOME MARKET HISTORY AND STATISTICS TO BE MISSING OR LESS THAN THEIR ACTUAL VALUE.</p>
",https://discord.gg/niftygateway,https://twitter.com/niftygateway,niftygateway,art,0x4e45e92ed38f885d39a733c14f1817217a89d425,CRYSTALPOPSFOUNDERSEDITION,ERC721,niftygateway
191,Nifty Gateway,niftygateway,2021-09-12T12:05:03,"<p>Nifty Gateway is the premier marketplace for Nifties, which are digital items you can truly own. Nifty Gateway is also a centralized, USD-based marketplace for buying and selling Nifties. Nifty Gateway lets you display your Nifties, as well as withdraw them to external wallets, or deposit Nifties from external wallets into your collection.</p>
<p><strong>IMPORTANT NOTE:</strong> NONFUNGIBLE.COM IS CURRENTLY INDEXING ETHEREUM ON-CHAIN SALES. NIFTYGATEWAY IS KNOWN TO PERFORM MOST OF THEIR VOLUME OFF-CHAIN, THIS MAY CAUSE SOME MARKET HISTORY AND STATISTICS TO BE MISSING OR LESS THAN THEIR ACTUAL VALUE.</p>
",https://discord.gg/niftygateway,https://twitter.com/niftygateway,niftygateway,art,0xb91c1aa27a2eb25228b5d1019ec6b24fe73c5535,CRYSTALPOPSASIAEDITION,ERC721,niftygateway
